Planting date,Software,Location,Date,DOY,Altitude (m),Stage-Full,Stage,Plot_ID,Replicate,Zone,Zone_Identification,Cover_Crop_Variety,Treatment_2__Cut_Fill_Range,One_Mix_None_Cover_Crop,Thermal,NDWI,EVI,NAVI,GNDVI,Cigreen,RENDVI,TGI,SAVI,CI_RedEdge,BI,SCI,GLI,NGRDI_Zonal,SI,VARI,HUE,BGI,PSRI,RVI,TVI,CVI,NDVI,DVI,Soy_yiled(bu/acre),Observed data,Days after planting,Canopy Height (cm),LAI
,Pix4d,Rice_Station,4/21/2021,111,120,,,403,4,5,"12"""" Cut",Triticale (TR),-0.9:-1.1,One (TR),16.6737423,-0.1163752,0.1075059,0.1361468,0.1163752,0.2680277,0.0172671,3.343488,0.0442792,0.0356031,0.4249792,0.042532,0.023651,-0.042532,0.1418095,-0.0697916,0.0013826,0.8187342,0.0726512,1.1641908,2.8944266,1.3822749,0.0742793,0.0179531,52.94,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,404,4,3,No Fill No Cut,Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.09:-0.09,MIX (CR+BO+TR),22.441267,-0.7657273,0.9095296,0.952198,0.7657273,6.6588812,0.4970948,4.9904537,0.4033744,1.9916933,0.0513887,-0.4721353,0.4854874,0.4721353,0.0356139,0.6261873,-0.0002812,0.3343656,-0.2523229,21.4645176,36.5090294,2.7488289,0.9088696,0.4006245,47.13,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,405,4,3,No Fill No Cut,Cereal Rye (CR),0.09:-0.09,One (CR),22.6178246,-0.765,0.9067567,0.9503764,0.765,6.7173848,0.495745,4.9608021,0.4031062,1.9912877,0.0516446,-0.4624152,0.4794966,0.4624152,0.045186,0.6131738,-0.0002808,0.3361062,-0.2475608,21.2309475,36.5161514,2.8287158,0.9057252,0.4014356,53.07,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,403,4,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),18.9243984,-0.401348,0.4251399,0.5726795,0.401348,1.457678,0.1705047,4.2175093,0.1917236,0.4250399,0.1965183,-0.0192892,0.1030553,0.0192892,0.184429,0.02766,-0.0000094,0.6668962,-0.0164337,2.6173167,16.9159851,2.3332601,0.4134871,0.1393709,52.94,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,102,1,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),23.0501118,-0.7245256,0.7942455,0.9366431,0.7245256,5.3784704,0.4478158,4.9075933,0.34815,1.6368688,0.0521697,-0.4511161,0.4732324,0.4511161,0.0571476,0.5946315,-0.0002738,0.3380859,-0.2552359,17.5399113,30.4086018,2.3934748,0.882249,0.3130354,54.65,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,103,1,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),22.5781536,-0.7514375,0.8586363,0.9518782,0.7514375,6.1162882,0.4776013,4.9731464,0.37694,1.8377835,0.0496017,-0.4965051,0.5042145,0.4965051,0.0207009,0.6542619,-0.0002718,0.3230235,-0.2653264,21.3621998,33.3937416,2.3947482,0.9083161,0.3545909,56.88,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,104,1,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),22.6470108,-0.7308916,0.8245245,0.9443604,0.7308916,5.5402255,0.4492638,5.2944021,0.3642098,1.6467801,0.0523006,-0.4855278,0.5092669,0.4855278,0.0647814,0.6263156,-0.0003042,0.3042385,-0.2641914,19.3954887,32.1824303,2.2499936,0.8954098,0.3287453,56.05,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,105,1,4,"6"""" Cut",NC,0.4:-0.6,NO,22.75494,-0.7173246,0.8091466,0.938584,0.7173246,5.1718245,0.4358068,5.524684,0.3588286,1.5612768,0.055074,-0.4676098,0.5010933,0.4676098,0.0912574,0.6004136,-0.0003334,0.30181,-0.2639841,17.5203648,31.7719307,2.2247984,0.8849447,0.3189467,51.59,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,106,1,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),22.5726528,-0.732145,0.8327073,0.9436768,0.732145,5.5730915,0.4586187,5.2766895,0.3677887,1.7129493,0.052995,-0.4752558,0.4984565,0.4752558,0.0624734,0.6182917,-0.0003062,0.3134951,-0.2659615,18.9320869,32.6318665,2.3230639,0.893838,0.3391267,51.70,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,201,2,4,"6"""" Cut",NC,0.4:-0.6,NO,22.4743137,-0.7294697,0.8217531,0.9420111,0.7294697,5.4947877,0.4565649,5.2469454,0.3629862,1.6977412,0.0530775,-0.4672267,0.4931357,0.4672267,0.0697041,0.60802,-0.0003059,0.3157486,-0.2646714,18.2870693,32.1024704,2.3475566,0.8908213,0.3327521,51.13,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,202,2,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),22.5765133,-0.6966067,0.7549918,0.921331,0.6966067,4.7207341,0.4196333,5.3383336,0.3358143,1.4662665,0.0578996,-0.4113047,0.459828,0.4113047,0.1277529,0.5311257,-0.000325,0.3235442,-0.2486306,14.3982534,29.3909779,2.3581882,0.8560958,0.2923837,53.08,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,203,2,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),22.5264206,-0.6950442,0.777129,0.9134129,0.6950442,4.8898287,0.426463,5.3315511,0.3442084,1.5287435,0.0616369,-0.4257863,0.4629467,0.4257863,0.0970949,0.5514808,-0.0003175,0.3352884,-0.2488155,15.8941927,30.4037762,2.2879083,0.8505338,0.3085164,50.77,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,204,2,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),22.366478,-0.7206607,0.8037562,0.9381303,0.7206607,5.2502246,0.4471735,5.2907381,0.3551155,1.6337196,0.0539405,-0.4583838,0.4887765,0.4583838,0.0815179,0.594841,-0.0003117,0.3154719,-0.2644164,17.259037,31.2983093,2.3093383,0.8841235,0.3205565,53.48,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,403,4,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),19.6400146,-0.3658888,0.400392,0.5274728,0.3658888,1.2569823,0.147946,4.0137115,0.1767424,0.3592747,0.2184986,-0.0089846,0.0864199,0.0089846,0.1693607,0.0129828,0.0000552,0.7018092,-0.0049153,2.3469405,15.6557617,2.1954713,0.3704936,0.1249084,52.94,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,206,2,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),22.3957157,-0.69655,0.7556984,0.9198136,0.69655,4.7285981,0.4206528,5.3077245,0.3362888,1.4729381,0.0581612,-0.4071724,0.4558873,0.4071724,0.1277705,0.5260878,-0.0003225,0.327442,-0.2464224,14.3495169,29.4652386,2.3805702,0.8539379,0.2943617,46.40,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,301,3,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),22.4109383,-0.7059001,0.7831243,0.920683,0.7059001,5.0029736,0.4380491,5.1613593,0.3469558,1.5843952,0.0591415,-0.4092602,0.4483406,0.4092602,0.1005491,0.5348709,-0.000309,0.3455085,-0.2451284,15.3038912,30.5772877,2.4651403,0.856902,0.3149578,50.04,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,403,4,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),20.8024311,-0.3239811,0.345593,0.4732076,0.3239811,1.0209105,0.1128817,3.5785592,0.1500325,0.2598513,0.227315,0.0033085,0.0715792,-0.0033085,0.1632253,-0.0058811,0.0001337,0.7283714,0.0088548,2.0308549,13.0059204,2.0257924,0.3194378,0.0928972,52.94,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,303,3,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),22.1986675,-0.7392061,0.8509927,0.9443394,0.7392061,5.8152399,0.4670364,5.2987232,0.3778892,1.7807741,0.0532321,-0.4731924,0.4988084,0.4731924,0.0692269,0.6143368,-0.000308,0.3103975,-0.2617865,19.6428032,33.7730026,2.4120159,0.8953661,0.3559999,46.96,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,304,3,4,"6"""" Cut",NC,0.4:-0.6,NO,22.3218918,-0.6908737,0.7336635,0.914803,0.6908737,4.6428604,0.39815,5.5590005,0.333049,1.3547344,0.0590166,-0.3933524,0.4662689,0.3933524,0.1954287,0.4947281,-0.0003387,0.2895262,-0.2322481,13.9493046,29.2054882,2.4074225,0.8453031,0.2826332,46.49,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,305,3,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),22.0924644,-0.7293947,0.824894,0.9395539,0.7293947,5.5391693,0.4482324,5.4242296,0.3689542,1.6502014,0.0542297,-0.4598735,0.4999355,0.4598735,0.1094745,0.5867435,-0.0003213,0.2963474,-0.2544587,18.3723621,32.8754959,2.3903058,0.8870421,0.3380933,54.94,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,306,3,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),22.205719,-0.7226766,0.8056095,0.9359972,0.7226766,5.3500996,0.438982,5.4339385,0.3608339,1.5884531,0.054772,-0.4489789,0.4945203,0.4489789,0.1238097,0.5714794,-0.0003238,0.2952309,-0.2514893,17.4132099,32.0033302,2.3858435,0.8808101,0.3250865,48.60,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,401,4,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),22.5434666,-0.7234824,0.8162901,0.9354072,0.7234824,5.4011889,0.4443206,5.3914943,0.3640417,1.6227129,0.0549651,-0.4525865,0.4904964,0.4525865,0.1017942,0.5801207,-0.0003227,0.3074549,-0.2531531,17.8242702,32.4212875,2.3756757,0.8806652,0.3323873,49.00,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,402,4,4,"6"""" Cut",NC,0.4:-0.6,NO,23.1120243,-0.7027831,0.7646869,0.9230378,0.7027831,4.9038763,0.4135474,5.5376372,0.3450789,1.4399785,0.0576542,-0.4153484,0.4769826,0.4153484,0.165952,0.5250005,-0.0003365,0.2931625,-0.2400757,15.2003241,30.4415588,2.3946397,0.8591782,0.3003439,43.36,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,403,4,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),17.7504272,-0.1402445,0.1374438,0.1755701,0.1402445,0.3315475,0.0256961,2.9694428,0.0561716,0.0531693,0.3899082,0.0435655,0.0222965,-0.0435655,0.1412539,-0.0713745,0.0011757,0.8215148,0.0719907,1.2194586,4.0684509,1.4555205,0.0973733,0.0257977,52.94,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,404,4,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),23.0254765,-0.7259491,0.7807293,0.9335141,0.7259491,5.4397101,0.4436975,4.9376359,0.3474354,1.6151589,0.0519069,-0.4273211,0.4711097,0.4273211,0.1156486,0.5512493,-0.0002767,0.3180182,-0.2420021,16.6912479,30.4119701,2.5603878,0.8765261,0.3132927,47.13,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,405,4,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),23.1942425,-0.7373838,0.8066313,0.93525,0.7373838,5.9058838,0.4592509,4.7864981,0.3587433,1.7391324,0.0502998,-0.4428604,0.4779649,0.4428604,0.0922864,0.5729161,-0.0002568,0.3210354,-0.2406572,18.9383411,31.6056385,2.6026278,0.8817867,0.3343829,53.07,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,406,4,2,"6"""" Fill",Black Oat (BO),0.4:0.5,One (BO),22.2853622,-0.7928246,0.895624,0.9605737,0.7928246,7.8077774,0.5345016,4.1844378,0.3951368,2.3136787,0.0426844,-0.4943749,0.4936989,0.4943749,-0.0016081,0.6622339,-0.0001976,0.3399823,-0.2507305,26.2661209,35.0354424,2.9801538,0.9242586,0.4021228,39.02,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,406,4,3,No Fill No Cut,Black Oat (BO),0.09:-0.09,One (BO),23.1916065,-0.7408668,0.8656749,0.9415306,0.7408668,5.9862356,0.4714951,5.2072039,0.3846377,1.8209028,0.0546004,-0.4487866,0.4747526,0.4487866,0.0681642,0.5907062,-0.0003101,0.3317246,-0.2528448,18.8191204,34.6713905,2.6305509,0.8902839,0.3707865,39.02,,,,
,Pix4d,Rice_Station,9/8/2021,251,120,,,406,4,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),23.7717056,-0.667453,0.6561004,0.8856484,0.667453,4.276835,0.381328,4.6630282,0.2936642,1.268497,0.0579973,-0.3334046,0.4039966,0.3334046,0.1788194,0.4275522,-0.0002544,0.3521882,-0.2042911,11.748456,25.1277561,2.553091,0.8030804,0.2448486,39.02,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,403,4,5,"12"""" Cut",Triticale (TR),-0.9:-1.1,One (TR),22.8998814,-0.2236982,0.1133151,0.2509084,0.2236982,0.5808985,0.043372,2.1498501,0.0548964,0.0912274,0.1834908,0.0814893,0.0312551,-0.0814893,0.2537169,-0.1203022,0.0006123,0.7016639,0.1235287,1.3442222,3.0820107,1.8611466,0.1448254,0.0244793,52.94,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,102,1,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),29.4261532,-0.5822797,0.564971,0.7969858,0.5822797,3.0016968,0.307788,4.6826525,0.2582293,0.9183606,0.0912468,-0.1754213,0.2690307,0.1754213,0.2206205,0.2338774,-0.0002432,0.4543626,-0.1309517,6.2332973,22.0401459,2.7183032,0.6734758,0.2044081,54.65,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,103,1,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),29.5725746,-0.5580974,0.5568789,0.7608565,0.5580974,2.8666196,0.2961498,4.9291143,0.2586185,0.8859327,0.1124751,-0.1516553,0.2496324,0.1516553,0.2303201,0.1997108,-0.0001926,0.4707991,-0.1095203,5.9774475,22.425869,2.7006583,0.6335675,0.2121283,56.88,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,104,1,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),29.0758171,-0.646009,0.6077102,0.8541785,0.646009,3.8797722,0.3319318,4.6181221,0.2810043,1.0197229,0.0678554,-0.2314996,0.3388399,0.2314996,0.2663852,0.295411,-0.0002357,0.3639012,-0.1474397,8.6164103,23.8132362,2.9694729,0.7514437,0.2191717,56.05,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,105,1,5,"12"""" Cut",NC,-0.9:-1.1,NO,29.4729767,-0.550938,0.5083202,0.7513592,0.550938,2.649828,0.2731564,4.8327703,0.2415112,0.7705063,0.1073181,-0.1217902,0.2404829,0.1217902,0.2827061,0.157166,-0.0001593,0.4467363,-0.0904277,5.0348687,20.5438118,2.7801523,0.6168664,0.1863635,51.59,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,106,1,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),29.4533043,-0.5782719,0.5394761,0.7928963,0.5782719,2.9100182,0.3018766,4.6234856,0.2489965,0.8836804,0.0884197,-0.1650425,0.2684107,0.1650425,0.2453263,0.2170338,-0.0002253,0.4405639,-0.1248773,5.8653679,21.0331783,2.7326348,0.6665893,0.1937428,51.70,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,201,2,5,"12"""" Cut",NC,-0.9:-1.1,NO,29.4154758,-0.56295,0.5212691,0.772074,0.56295,2.7594421,0.2807519,4.9414463,0.246612,0.8016509,0.0973146,-0.1424419,0.2621035,0.1424419,0.2881842,0.1837991,-0.000219,0.4221699,-0.1079232,5.3765349,20.976963,2.7518814,0.640739,0.1882403,51.13,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,202,2,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),29.6535511,-0.5473035,0.4697199,0.7584643,0.5473035,2.5105755,0.2656027,4.4748735,0.2207809,0.7333845,0.090596,-0.1221587,0.243762,0.1221587,0.2905486,0.1586038,-0.000185,0.4367931,-0.0974276,4.723773,18.3126755,2.7182589,0.6190306,0.1608107,53.08,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,203,2,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),29.7186508,-0.5242725,0.4471427,0.7256585,0.5242725,2.3510365,0.2527321,4.4364152,0.2113892,0.6929522,0.1039752,-0.102419,0.2243582,0.102419,0.2896734,0.1322553,-0.000108,0.4581868,-0.0803602,4.3854885,17.51478,2.6730194,0.5836875,0.1555405,50.77,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,204,2,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),29.5922489,-0.561363,0.4701651,0.7693062,0.561363,2.6732287,0.2727214,4.2751293,0.2206704,0.7635792,0.0826412,-0.1271025,0.2518578,0.1271025,0.3000665,0.1642058,-0.0001716,0.4227079,-0.0981836,5.0494738,18.1288261,2.8055778,0.6329903,0.1604211,53.48,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,403,4,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),23.5645981,-0.4460065,0.3392605,0.6250384,0.4460065,1.6984812,0.1998529,2.8031161,0.1514261,0.514446,0.1066684,-0.0288315,0.1225655,0.0288315,0.2085266,0.0409585,-0.0000225,0.6211069,-0.0250464,2.9410644,11.8212194,2.5101774,0.4639942,0.1024317,52.94,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,206,2,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),29.9038124,-0.5472946,0.4628235,0.7690634,0.5472946,2.5531831,0.2769375,4.19381,0.2112944,0.7859081,0.0805546,-0.1537605,0.2602505,0.1537605,0.2527671,0.2018572,-0.0001912,0.4437963,-0.1219638,5.266048,17.3341255,2.5517437,0.6344729,0.1539044,46.40,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,301,3,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),30.0746422,-0.5292791,0.4489332,0.7460218,0.5292791,2.3629694,0.2637894,4.2771573,0.2068308,0.7326747,0.0881964,-0.1319913,0.2427771,0.1319913,0.2623961,0.1730882,-0.000183,0.4553373,-0.1065027,4.7132797,17.0256443,2.5397823,0.6061769,0.1504749,50.04,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,403,4,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),24.0349369,-0.4623884,0.3423943,0.6444331,0.4623884,1.7812384,0.2084487,2.6584454,0.1523182,0.536305,0.0978883,-0.0302469,0.1241206,0.0302469,0.2087914,0.0433932,-0.0000313,0.6182959,-0.0273386,3.0169466,11.8043661,2.5915673,0.4821329,0.1030373,52.94,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,303,3,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),29.8060207,-0.5477296,0.480874,0.7623688,0.5477296,2.5605564,0.2763454,4.4656258,0.2229534,0.7812946,0.0881337,-0.1418399,0.2548994,0.1418399,0.2697096,0.1851273,-0.0001976,0.439079,-0.1110128,5.1009722,18.5339241,2.6166334,0.6272942,0.1661474,46.96,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,304,3,5,"12"""" Cut",NC,-0.9:-1.1,NO,30.0852566,-0.5404879,0.4231478,0.7444603,0.5404879,2.422998,0.2543154,4.0697789,0.2004596,0.6888456,0.0834336,-0.0972064,0.2315642,0.0972064,0.3225175,0.1253112,-0.0001383,0.4267671,-0.079462,4.3200893,16.1801128,2.8000898,0.5994987,0.1407346,46.49,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,305,3,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),30.4625816,-0.5271663,0.3990439,0.7229386,0.5271663,2.2959211,0.2484928,3.7624607,0.1887636,0.6666765,0.0854715,-0.0727035,0.2054691,0.0727035,0.3149923,0.0944202,-0.0001064,0.4562958,-0.0610526,3.9345167,15.0674124,2.8332098,0.5723535,0.1333512,54.94,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,306,3,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),30.6781769,-0.5047922,0.4083019,0.7015123,0.5047922,2.1158106,0.2487448,3.8355882,0.1908436,0.6693149,0.0985631,-0.0677986,0.1859803,0.0677986,0.2746574,0.0903625,-0.0001088,0.5032085,-0.0601679,3.6783957,15.4454355,2.6921535,0.5480683,0.1409911,48.60,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,401,4,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),30.3951435,-0.5376268,0.4636097,0.7329115,0.5376268,2.4868019,0.2683854,4.1290421,0.2175542,0.7487788,0.0985814,-0.0959675,0.2139161,0.0959675,0.2783608,0.1251951,-0.000129,0.4755723,-0.0741948,4.528873,17.9889851,2.8126388,0.5909607,0.1660194,49.00,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,402,4,5,"12"""" Cut",NC,-0.9:-1.1,NO,29.8732529,-0.5806307,0.5094774,0.7865803,0.5806307,2.9402273,0.2943043,4.4031529,0.2384142,0.8504215,0.0844806,-0.1480687,0.2682809,0.1480687,0.2910264,0.1901565,-0.0001814,0.4159389,-0.1095142,5.6953378,19.8288536,2.8638158,0.6592942,0.1812818,43.36,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,403,4,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),24.546999,-0.3745806,0.2693996,0.532118,0.3745806,1.2326826,0.1332794,2.53055,0.1202605,0.3112959,0.1207969,0.0040117,0.0902227,-0.0040117,0.2086725,-0.0071168,0.0000423,0.6627068,0.0097406,2.2471216,9.1558895,2.2367573,0.3689178,0.0678019,52.94,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,404,4,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),30.2259388,-0.5535834,0.4910689,0.7618505,0.5535834,2.6094797,0.2835009,4.4361243,0.229807,0.80453,0.0920305,-0.1222763,0.2387822,0.1222763,0.2768878,0.1601301,-0.0001953,0.450666,-0.0993126,4.916121,19.1792965,2.7729986,0.6236136,0.1763134,47.13,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,405,4,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),30.0196018,-0.6298157,0.5825137,0.8482049,0.6298157,3.516788,0.3462549,4.5892544,0.2668426,1.0769873,0.0685663,-0.2257312,0.3282607,0.2257312,0.2514399,0.2929509,-0.0002404,0.3798565,-0.1628799,7.5619621,22.3889217,2.8142436,0.7411105,0.2126169,53.07,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,406,4,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),30.4813843,-0.5275437,0.4786856,0.7359306,0.5275437,2.3723755,0.2746274,4.5275145,0.2236027,0.7714255,0.1036193,-0.109511,0.221628,0.109511,0.2633875,0.1444355,-0.0001947,0.4776481,-0.0936389,4.4223561,18.7932968,2.6493871,0.5930959,0.174328,39.02,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,403,4,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),23.4685917,-0.2436491,0.133627,0.2937556,0.2436491,0.6496007,0.0558068,1.9260508,0.062672,0.1186567,0.1678701,0.0731383,0.0320626,-0.0731383,0.2348075,-0.1097583,0.000448,0.7183527,0.1080423,1.4264097,3.8711524,1.9093609,0.173568,0.029753,52.94,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,102,1,1,"12"""" Fill",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.8:1.04,MIX (CR+BO+TR),26.7181149,-0.7568367,0.7785966,0.945281,0.7568367,6.5177393,0.4544251,4.1908865,0.3429016,1.7055351,0.0437467,-0.4706317,0.4924755,0.4706317,0.0570073,0.6143118,-0.0001941,0.3191379,-0.2287871,22.1161804,29.356245,2.6617703,0.89872,0.3045856,54.65,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,103,1,1,"12"""" Fill",Black Oat (BO),0.8:1.04,One (BO),26.7740574,-0.7429239,0.7695671,0.9406127,0.7429239,6.0231972,0.4345133,4.4896994,0.3403942,1.571224,0.0465822,-0.4600685,0.4917641,0.4600685,0.0839914,0.5943375,-0.0002215,0.3101878,-0.2284485,20.2197437,29.2350903,2.562861,0.8901528,0.2943792,56.88,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,104,1,1,"12"""" Fill",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.8:1.04,MIX (CR+CC+KA),26.8467064,-0.740077,0.7720667,0.9381739,0.740077,5.9836636,0.4385504,4.510962,0.3409694,1.605444,0.0476854,-0.4597967,0.4879869,0.4597967,0.0738992,0.5978049,-0.0002223,0.3164389,-0.23183,20.2409477,29.3442974,2.5321977,0.8870695,0.2980172,56.05,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,105,1,1,"12"""" Fill",NC,0.8:1.04,NO,26.7671165,-0.7201684,0.7391613,0.9297071,0.7201684,5.3518558,0.40566,4.9022589,0.3313998,1.3966973,0.0507983,-0.4296862,0.4859211,0.4296862,0.1515677,0.5445717,-0.0002585,0.2887198,-0.2236561,17.2306767,28.5324554,2.5006268,0.8709859,0.2759425,51.59,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,106,1,1,"12"""" Fill",Cereal Rye (CR),0.8:1.04,One (CR),26.6255856,-0.7597451,0.8046634,0.9530665,0.7597451,6.4836488,0.4668337,4.4209785,0.3535993,1.7759428,0.0436111,-0.4966876,0.5107722,0.4966876,0.038404,0.6480732,-0.0002147,0.3107861,-0.2472605,22.7160931,30.5388813,2.5068052,0.9107373,0.3194174,51.70,,,,
,Pix4d,Rice_Station,9/13/2021,256,120,,,201,2,1,"12"""" Fill",NC,0.8:1.04,NO,26.7375641,-0.7322049,0.7410989,0.9325764,0.7322049,5.7763157,0.4328872,4.4518266,0.3281096,1.5718609,0.04836,-0.4488864,0.4852548,0.4488864,0.0963775,0.579433,-0.0002093,0.310547,-0.2305201,19.2904587,27.9714355,2.5154088,0.8787539,0.282646,51.13,,,,
